

EXPERIMENT: exp
METHOD: MI_ztest x KCI
FUN_FORM: NLIN

oracle
CONTEXTS_OBSSHIFT_CFDSHIFT
	METRIC:mi
			5_1_3_1_2			[f1-p] 0.0 	+-0.0 (0.0) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.77 	+-0.18 (0.03) 			[jacc] 0.08 			[f1-a] 0.0 	+-0.0 (0.0) 	
			5_1_4_1_2			[f1-p] 0.75 	+-0.29 (0.08) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.77 	+-0.26 (0.07) 			[jacc] 0.82 			[f1-a] 0.75 	+-0.29 (0.08) 	
			5_1_5_1_2			[f1-p] 0.92 	+-0.09 (0.01) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.96 	+-0.14 (0.02) 			[jacc] 0.94 			[f1-a] 0.95 	+-0.17 (0.03) 	
			5_1_6_1_2			[f1-p] 0.9 	+-0.19 (0.04) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.96 	+-0.13 (0.02) 			[jacc] 0.96 			[f1-a] 0.97 	+-0.11 (0.01) 	
			5_1_7_1_2			[f1-p] 0.97 	+-0.05 (0.0) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.96 	+-0.13 (0.02) 			[jacc] 0.96 			[f1-a] 0.97 	+-0.11 (0.01) 	
			5_1_8_1_2			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 1.0 	+-0.0 (0.0) 			[jacc] 1.0 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_1_9_1_2			[f1-p] 0.98 	+-0.05 (0.0) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.94 	+-0.14 (0.02) 			[jacc] 0.93 			[f1-a] 0.94 	+-0.12 (0.02) 	
			5_1_10_1_2			[f1-p] 0.96 	+-0.13 (0.02) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.96 	+-0.14 (0.02) 			[jacc] 0.94 			[f1-a] 0.95 	+-0.17 (0.03) 	
	OVERALL
		x_x_x	[tp-pairs] 390.0	[fp-pairs] 9.0	[tn-pairs] 303.0	[fn-pairs] 98.0	[f1-pairs] 0.88	+-0.15(0.79)
				[tp-adj] 407.0	[fp-adj] 27.0	[tn-adj] 250.0	[fn-adj] 81.0	[f1-adj] 0.88	+-0.18(0.96)
				[tp-caus] 0	[fp-caus] 0	[tn-caus] 0	[fn-caus] 0	[f1-caus] 1	+-0.18(1.1)
				[tp] 1014.0	[fp] 130.0	[tn] 414.0	[fn] 42.0	[f1] 0.92	+-0.18(1.1)
				[jacc] 0.83	[ari] 0.79	[ami] 0.79

cocoracle
CONTEXTS_OBSSHIFT_CFDSHIFT
	METRIC:mi
			5_1_3_1_2			[f1-p] 0.0 	+-0.0 (0.0) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.77 	+-0.18 (0.03) 			[jacc] 0.08 			[f1-a] 0.0 	+-0.0 (0.0) 	
			5_1_4_1_2			[f1-p] 0.63 	+-0.41 (0.17) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.8 	+-0.24 (0.06) 			[jacc] 0.67 			[f1-a] 0.63 	+-0.41 (0.17) 	
			5_1_5_1_2			[f1-p] 0.74 	+-0.41 (0.17) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.98 	+-0.08 (0.01) 			[jacc] 0.8 			[f1-a] 0.8 	+-0.42 (0.18) 	
			5_1_6_1_2			[f1-p] 0.76 	+-0.23 (0.05) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.83 	+-0.19 (0.04) 			[jacc] 0.82 			[f1-a] 0.83 	+-0.2 (0.04) 	
			5_1_7_1_2			[f1-p] 0.9 	+-0.13 (0.02) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.91 	+-0.15 (0.02) 			[jacc] 0.89 			[f1-a] 0.92 	+-0.14 (0.02) 	
			5_1_8_1_2			[f1-p] 0.82 	+-0.16 (0.03) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.88 	+-0.15 (0.02) 			[jacc] 0.87 			[f1-a] 0.89 	+-0.14 (0.02) 	
