

EXPERIMENT: exp
METHOD: MI_ztest x KCI
FUN_FORM: NLIN

oracle
CONTEXTS_OBSSHIFT_CFDSHIFT
	METRIC:mi
			5_1_10_0_0			[f1-p] 0.0 	+-0.0 (0.0) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.77 	+-0.18 (0.03) 			[jacc] 0.08 			[f1-a] 0.0 	+-0.0 (0.0) 	
			5_1_10_0_5			[f1-p] 0.75 	+-0.36 (0.13) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.8 	+-0.24 (0.06) 			[jacc] 0.73 			[f1-a] 0.72 	+-0.37 (0.13) 	
			5_1_10_0_6			[f1-p] 0.59 	+-0.37 (0.14) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.73 	+-0.21 (0.04) 			[jacc] 0.64 			[f1-a] 0.6 	+-0.38 (0.14) 	
			5_1_10_0_7			[f1-p] 0.6 	+-0.44 (0.19) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.77 	+-0.21 (0.04) 			[jacc] 0.63 			[f1-a] 0.59 	+-0.44 (0.2) 	
			5_1_10_0_8			[f1-p] 0.75 	+-0.23 (0.05) 			[f1-cau] 0.0 	+-0.0 (0) 			[f1-clu] 0.74 	+-0.23 (0.05) 			[jacc] 0.8 			[f1-a] 0.76 	+-0.22 (0.05) 	
	OVERALL
		x_x_x	[tp-pairs] 323.0	[fp-pairs] 46.0	[tn-pairs] 305.0	[fn-pairs] 226.0	[f1-pairs] 0.7	+-0.7(2.26)
				[tp-adj] 327.0	[fp-adj] 58.0	[tn-adj] 253.0	[fn-adj] 222.0	[f1-adj] 0.7	+-0.73(2.3)
				[tp-caus] 0	[fp-caus] 0	[tn-caus] 0	[fn-caus] 0	[f1-caus] 1	+-0.42(1.94)
				[tp] 910.0	[fp] 286.0	[tn] 326.0	[fn] 278.0	[f1] 0.76	+-0.42(1.94)
				[jacc] 0.65	[ari] 0.34	[ami] 0.33
