

EXPERIMENT: BIVARIATE, inc. confd shifts
METHOD: MI_ztest x KCI
FUN_FORM: NLIN

oracle
CONTEXTS_OBSSHIFT_CFDSHIFT
	METRIC:mi
			5_0_1			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_0_2			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_0_3			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_1_2			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_1_3			[f1-p] 0.8 	+-0.42 (0.18) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.8 	+-0.42 (0.18) 	
			5_2_3			[f1-p] 0.7 	+-0.48 (0.23) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.7 	+-0.48 (0.23) 	
			5_2_2			[f1-p] 0.9 	+-0.32 (0.1) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.9 	+-0.32 (0.1) 	
			5_3_3			[f1-p] 0.5 	+-0.53 (0.28) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.5 	+-0.53 (0.28) 	
	OVERALL
		x_x_x	[tp-pairs] 30.0	[fp-pairs] 1.0	[tn-pairs] 39.0	[fn-pairs] 10.0	[f1-pairs] 0.85	+-0.79(1.75)
				[tp-adj] 30.0	[fp-adj] 1.0	[tn-adj] 0.0	[fn-adj] 10.0	[f1-adj] 0.85	+-0.79(1.75)
				[tp] 160.0	[fp] 0.0	[tn] 0.0	[fn] 0.0	[f1] 1.0	+-0.0(0.0)
				[jacc] 0.86	[ari] 1.0	[ami] 1.0

cocoracle
CONTEXTS_OBSSHIFT_CFDSHIFT
	METRIC:mi
			5_0_1			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_0_2			[f1-p] 0.9 	+-0.32 (0.1) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.9 	+-0.32 (0.1) 	
			5_0_3			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_1_2			[f1-p] 0.9 	+-0.32 (0.1) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.9 	+-0.32 (0.1) 	
			5_1_3			[f1-p] 0.8 	+-0.42 (0.18) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.8 	+-0.42 (0.18) 	
			5_2_3			[f1-p] 0.6 	+-0.52 (0.27) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.6 	+-0.52 (0.27) 	
			5_2_2			[f1-p] 0.7 	+-0.48 (0.23) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.7 	+-0.48 (0.23) 	
			5_3_3			[f1-p] 0.5 	+-0.53 (0.28) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.5 	+-0.53 (0.28) 	
	OVERALL
		x_x_x	[tp-pairs] 27.0	[fp-pairs] 3.0	[tn-pairs] 37.0	[fn-pairs] 13.0	[f1-pairs] 0.77	+-1.16(2.58)
				[tp-adj] 27.0	[fp-adj] 3.0	[tn-adj] 0.0	[fn-adj] 13.0	[f1-adj] 0.77	+-1.16(2.58)
				[tp] 160.0	[fp] 0.0	[tn] 0.0	[fn] 0.0	[f1] 1.0	+-0.0(0.0)
				[jacc] 0.8	[ari] 1.0	[ami] 1.0

coco
CONTEXTS_OBSSHIFT_CFDSHIFT
	METRIC:mi
			5_0_1			[f1-p] 0.8 	+-0.42 (0.18) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.8 	+-0.42 (0.18) 	
			5_0_2			[f1-p] 0.7 	+-0.48 (0.23) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.7 	+-0.48 (0.23) 	
			5_0_3			[f1-p] 0.9 	+-0.32 (0.1) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.9 	+-0.32 (0.1) 	
			5_1_2			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_1_3			[f1-p] 0.7 	+-0.48 (0.23) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.7 	+-0.48 (0.23) 	
			5_2_3			[f1-p] 0.5 	+-0.53 (0.28) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.5 	+-0.53 (0.28) 	
			5_2_2			[f1-p] 0.8 	+-0.42 (0.18) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.8 	+-0.42 (0.18) 	
			5_3_3			[f1-p] 0.4 	+-0.52 (0.27) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.4 	+-0.52 (0.27) 	
	OVERALL
		x_x_x	[tp-pairs] 21.0	[fp-pairs] 3.0	[tn-pairs] 37.0	[fn-pairs] 19.0	[f1-pairs] 0.66	+-1.47(3.17)
				[tp-adj] 21.0	[fp-adj] 3.0	[tn-adj] 0.0	[fn-adj] 19.0	[f1-adj] 0.66	+-1.47(3.17)
				[tp] 160.0	[fp] 0.0	[tn] 0.0	[fn] 0.0	[f1] 1.0	+-0.0(0.0)
				[jacc] 0.72	[ari] 1.0	[ami] 1.0

EXPERIMENT: BIVARIATE, inc. contexts
METHOD: MI_ztest x KCI
FUN_FORM: NLIN

oracle
CONTEXTS_OBSSHIFT_CFDSHIFT
	METRIC:mi
			3_0_1			[f1-p] 0.5 	+-0.53 (0.28) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.5 	+-0.53 (0.28) 	
			4_0_1			[f1-p] 0.7 	+-0.48 (0.23) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.7 	+-0.48 (0.23) 	
			6_0_1			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
			8_0_1			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
			10_0_1			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
			12_0_1			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
	OVERALL
		x_x_x	[tp-pairs] 22.0	[fp-pairs] 0.0	[tn-pairs] 30.0	[fn-pairs] 8.0	[f1-pairs] 0.85	+-0.51(1.01)
				[tp-adj] 22.0	[fp-adj] 0.0	[tn-adj] 0.0	[fn-adj] 8.0	[f1-adj] 0.85	+-0.51(1.01)
				[tp] 120.0	[fp] 0.0	[tn] 0.0	[fn] 0.0	[f1] 1.0	+-0.0(0.0)
				[jacc] 0.87	[ari] 1.0	[ami] 1.0

cocoracle
CONTEXTS_OBSSHIFT_CFDSHIFT
	METRIC:mi
			3_0_1			[f1-p] 0.5 	+-0.53 (0.28) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.5 	+-0.53 (0.28) 	
			4_0_1			[f1-p] 0.7 	+-0.48 (0.23) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.7 	+-0.48 (0.23) 	
			6_0_1			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
			8_0_1			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
			10_0_1			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
			12_0_1			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 1.0 	+-0.0 (0.0) 	
	OVERALL
		x_x_x	[tp-pairs] 22.0	[fp-pairs] 0.0	[tn-pairs] 30.0	[fn-pairs] 8.0	[f1-pairs] 0.85	+-0.51(1.01)
				[tp-adj] 22.0	[fp-adj] 0.0	[tn-adj] 0.0	[fn-adj] 8.0	[f1-adj] 0.85	+-0.51(1.01)
				[tp] 120.0	[fp] 0.0	[tn] 0.0	[fn] 0.0	[f1] 1.0	+-0.0(0.0)
				[jacc] 0.87	[ari] 1.0	[ami] 1.0

coco
CONTEXTS_OBSSHIFT_CFDSHIFT
	METRIC:mi
			3_0_1			[f1-p] 0.5 	+-0.53 (0.28) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.5 	+-0.53 (0.28) 	
			4_0_1			[f1-p] 0.5 	+-0.53 (0.28) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.5 	+-0.53 (0.28) 	
			6_0_1			[f1-p] 0.8 	+-0.42 (0.18) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.8 	+-0.42 (0.18) 	
			8_0_1			[f1-p] 0.8 	+-0.42 (0.18) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.8 	+-0.42 (0.18) 	
			10_0_1			[f1-p] 0.8 	+-0.42 (0.18) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.8 	+-0.42 (0.18) 	
			12_0_1			[f1-p] 0.8 	+-0.42 (0.18) 			[f1-c] 1.0 	+-0.0 (0.0) 			[f1-a] 0.8 	+-0.42 (0.18) 	
	OVERALL
		x_x_x	[tp-pairs] 12.0	[fp-pairs] 0.0	[tn-pairs] 30.0	[fn-pairs] 18.0	[f1-pairs] 0.57	+-1.27(2.74)
				[tp-adj] 12.0	[fp-adj] 0.0	[tn-adj] 0.0	[fn-adj] 18.0	[f1-adj] 0.57	+-1.27(2.74)
				[tp] 120.0	[fp] 0.0	[tn] 0.0	[fn] 0.0	[f1] 1.0	+-0.0(0.0)
				[jacc] 0.7	[ari] 1.0	[ami] 1.0

EXPERIMENT: CONFOUNDED COMPONENTS,  inc. confd shifts
METHOD: MI_ztest x KCI
FUN_FORM: NLIN

oracle
CONTEXTS_OBSSHIFT_CFDSHIFT
	METRIC:mi
