

EXPERIMENT: exp
TESTS: MI_ztest x KCI
METHODS: MethodType.ORACLE, 
FUN_FORM: NLIN

EXPERIMENT: exp
TESTS: MI_ztest x KCI
METHODS: MethodType.ORACLE, 
FUN_FORM: NLIN

EXPERIMENT: exp
TESTS: MI_ztest x KCI
METHODS: MethodType.ORACLE, 
FUN_FORM: NLIN

MethodType.ORACLE
CONTEXTS_OBSSHIFT_CFDSHIFT
	METRIC:mi
			5_1_10_0_0			[f1-p] 0.0 	+-0.0 (0.0) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 0.77 	+-0.18 (0.03) 			[jacc] 0.08 			[f1-a] 0.0 	+-0.0 (0.0) 	
			5_1_10_0_1			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 1.0 	+-0.0 (0.0) 			[jacc] 1.0 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_1_10_0_2			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 1.0 	+-0.0 (0.0) 			[jacc] 1.0 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_1_10_0_3			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 1.0 	+-0.0 (0.0) 			[jacc] 1.0 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_1_10_0_4			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 1.0 	+-0.0 (0.0) 			[jacc] 1.0 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_1_10_0_5			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 1.0 	+-0.0 (0.0) 			[jacc] 1.0 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_1_10_0_6			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 1.0 	+-0.0 (0.0) 			[jacc] 1.0 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_1_10_0_7			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 1.0 	+-0.0 (0.0) 			[jacc] 1.0 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_1_10_0_8			[f1-p] 0.0 	+-0.0 (0.0) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 0.77 	+-0.18 (0.03) 			[jacc] 0.08 			[f1-a] 0.0 	+-0.0 (0.0) 	
	OVERALL
		x_x_x	[tp-pairs] 427.0	[fp-pairs] 0.0	[tn-pairs] 351.0	[fn-pairs] 122.0	[f1-pairs] 0.88	+-0.0(0.0)
				[tp-adj] 427.0	[fp-adj] 0.0	[tn-adj] 306.0	[fn-adj] 122.0	[f1-adj] 0.88	+-0.0(0.0)
				[tp-caus] 315.0	[fp-caus] 0.0	[tn-caus] 1935.0	[fn-caus] 0.0	[f1-caus] 1.0	+-0.06(0.35)
				[tp] 1188.0	[fp] 136.0	[tn] 476.0	[fn] 0.0	[f1] 0.95	+-0.06(0.35)
				[jacc] 0.8	[ari] 0.84	[ami] 0.84

EXPERIMENT: exp
TESTS: MI_ztest x KCI
METHODS: MethodType.ORACLE, 
FUN_FORM: NLIN

MethodType.ORACLE
CONTEXTS_OBSSHIFT_CFDSHIFT
	METRIC:mi
			5_1_10_0_1			[f1-p] 1.0 	+-0.0 (0.0) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 1.0 	+-0.0 (0.0) 			[jacc] 1.0 			[f1-a] 1.0 	+-0.0 (0.0) 	
			5_1_10_1_2			[f1-p] 0.96 	+-0.13 (0.02) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 0.96 	+-0.14 (0.02) 			[jacc] 0.94 			[f1-a] 0.95 	+-0.17 (0.03) 	
			5_1_10_2_3			[f1-p] 0.92 	+-0.14 (0.02) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 0.89 	+-0.18 (0.03) 			[jacc] 0.86 			[f1-a] 0.89 	+-0.19 (0.04) 	
			5_1_10_3_4			[f1-p] 0.92 	+-0.18 (0.03) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 0.92 	+-0.17 (0.03) 			[jacc] 0.9 			[f1-a] 0.91 	+-0.19 (0.04) 	
			5_1_10_4_5			[f1-p] 0.94 	+-0.12 (0.01) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 0.96 	+-0.14 (0.02) 			[jacc] 0.94 			[f1-a] 0.95 	+-0.17 (0.03) 	
			5_1_10_5_6			[f1-p] 0.8 	+-0.24 (0.06) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 0.86 	+-0.23 (0.05) 			[jacc] 0.89 			[f1-a] 0.85 	+-0.26 (0.07) 	
			5_1_10_6_7			[f1-p] 0.6 	+-0.42 (0.18) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 0.74 	+-0.25 (0.06) 			[jacc] 0.71 			[f1-a] 0.61 	+-0.42 (0.18) 	
			5_1_10_7_8			[f1-p] 0.42 	+-0.39 (0.15) 			[f1-cau] 1.0 	+-0.0 (0.0) 			[f1-clu] 0.65 	+-0.28 (0.08) 			[jacc] 0.55 			[f1-a] 0.42 	+-0.39 (0.15) 	
