X	MethodType.ORACLE	MethodType.ORACLE_conf
15	0.0	0
20	0.0	0X	MethodType.ORACLE_DAG	MethodType.ORACLE_DAG_conf	MethodType.COCO	MethodType.COCO_conf
15	0.0	0	0.0	0
20	0.0	0	0.0	0X	MethodType.ORACLE	MethodType.ORACLE_conf
15	0.0	0
20	0.0	0
