X	MethodType.ORACLE	MethodType.ORACLE_conf
2	1.0	0.0
3	1.0	0.0
4	1.0	0.0
5	1.0	0.0
6	1.0	0.0
7	1.0	0.0
8	1.0	0.0
9	1.0	0.0
10	1.0	0.0X	MethodType.ORACLE	MethodType.ORACLE_conf	MethodType.COCO	MethodType.COCO_conf
2	0.7	0.23	0.7	0.23
3	0.5	0.28	0.5	0.28
4	0.7	0.13	0.7	0.13
5	0.66	0.17	0.66	0.17
6	0.93	0.02	0.93	0.02
7	0.84	0.02	0.84	0.02
8	0.85	0.03	0.85	0.03
9	0.77	0.03	0.77	0.03
10	0.92	0.0	0.92	0.0
