X	MethodType.ORACLE	MethodType.ORACLE_conf
3	0.0	0.0
4	0.0	0.0
5	0.03	0.0
6	0.06	0.01
7	0.15	0.06
8	0.1	0.02
9	0.15	0.02
10	0.12	0.02X	MethodType.ORACLE	MethodType.ORACLE_conf
3	0.0	0.0
4	0.0	0.0
5	0.03	0.0
6	0.06	0.01
7	0.15	0.06
8	0.1	0.02
9	0.15	0.02
10	0.12	0.02
