X	MethodType.ORACLE	MethodType.ORACLE_conf
0	0.0	0.0
1	1.0	0.0
2	1.0	0.0
3	0.96	0.0
4	0.89	0.01X	MethodType.ORACLE	MethodType.ORACLE_conf
0	0.0	0.0
1	1.0	0.0
2	1.0	0.0
3	0.96	0.0
4	0.89	0.01X	MethodType.ORACLE	MethodType.ORACLE_conf
5	0.8	0.03
