X	MethodType.ORACLE	MethodType.ORACLE_conf
0	0.09	0.01
1	1.0	0.0
2	1.0	0.0
3	1.0	0.0
4	1.0	0.0
5	1.0	0.0
6	0.99	0.0
7	0.99	0.0
8	0.95	0.02
9	0.0	0.0
