X	MethodType.ORACLE	MethodType.ORACLE_conf	MethodType.ORACLE_DAG	MethodType.ORACLE_DAG_conf	MethodType.COCO	MethodType.COCO_conf
1	1.0	0.0	1.0	0.0	1.0	0.0
