X	5_1_20_0_0	5_1_20_0_0_conf	5_1_20_1_1	5_1_20_1_1_conf	5_1_20_2_2	5_1_20_2_2_conf	5_1_20_3_3	5_1_20_3_3_conf	5_1_20_4_4	5_1_20_4_4_conf	5_1_20_5_5	5_1_20_5_5_conf	5_1_20_6_6	5_1_20_6_6_conf	5_1_20_7_7	5_1_20_7_7_conf	5_1_20_8_8	5_1_20_8_8_conf	5_1_20_9_9	5_1_20_9_9_conf	5_1_20_10_10	5_1_20_10_10_conf	5_1_20_11_11	5_1_20_11_11_conf	5_1_20_12_12	5_1_20_12_12_conf	5_1_20_13_13	5_1_20_13_13_conf	5_1_20_14_14	5_1_20_14_14_conf	5_1_20_15_15	5_1_20_15_15_conf	5_1_20_16_16	5_1_20_16_16_conf	5_1_20_17_17	5_1_20_17_17_conf	5_1_20_18_18	5_1_20_18_18_conf	5_1_20_19_19	5_1_20_19_19_conf
0	1.0	0.0
1	1.0	0.0
2	1.0	0.0
3	1.0	0.0
4	1.0	0.0
5	1.0	0.0
6	1.0	0.0
7	1.0	0.0
8	1.0	0.0
9	1.0	0.0
10	1.0	0.0
11	1.0	0.0
12	1.0	0.0
13	1.0	0.0
14	1.0	0.0
15	1.0	0.0
16	1.0	0.0
17	1.0	0.0
18	1.0	0.0
19	1.0	0.0X	5_1_20_0_0	5_1_20_0_0_conf	5_1_20_1_1	5_1_20_1_1_conf	5_1_20_2_2	5_1_20_2_2_conf	5_1_20_3_3	5_1_20_3_3_conf	5_1_20_4_4	5_1_20_4_4_conf	5_1_20_5_5	5_1_20_5_5_conf	5_1_20_6_6	5_1_20_6_6_conf	5_1_20_7_7	5_1_20_7_7_conf	5_1_20_8_8	5_1_20_8_8_conf	5_1_20_9_9	5_1_20_9_9_conf	5_1_20_10_10	5_1_20_10_10_conf	5_1_20_11_11	5_1_20_11_11_conf	5_1_20_12_12	5_1_20_12_12_conf	5_1_20_13_13	5_1_20_13_13_conf	5_1_20_14_14	5_1_20_14_14_conf	5_1_20_15_15	5_1_20_15_15_conf	5_1_20_16_16	5_1_20_16_16_conf	5_1_20_17_17	5_1_20_17_17_conf	5_1_20_18_18	5_1_20_18_18_conf	5_1_20_19_19	5_1_20_19_19_conf
0	1.0	0.0
1	1.0	0.0
2	1.0	0.0
3	1.0	0.0
4	1.0	0.0
5	1.0	0.0
6	1.0	0.0
7	1.0	0.0
8	1.0	0.0
9	1.0	0.0
10	1.0	0.0
11	1.0	0.0
12	1.0	0.0
13	1.0	0.0
14	1.0	0.0
15	1.0	0.0
16	1.0	0.0
17	1.0	0.0
18	1.0	0.0
19	1.0	0.0X	5_1_20_0_1	5_1_20_0_1_conf	5_1_20_1_2	5_1_20_1_2_conf	5_1_20_2_3	5_1_20_2_3_conf	5_1_20_3_4	5_1_20_3_4_conf	5_1_20_4_5	5_1_20_4_5_conf	5_1_20_5_6	5_1_20_5_6_conf	5_1_20_6_7	5_1_20_6_7_conf	5_1_20_7_8	5_1_20_7_8_conf	5_1_20_8_9	5_1_20_8_9_conf	5_1_20_9_10	5_1_20_9_10_conf	5_1_20_10_11	5_1_20_10_11_conf	5_1_20_11_12	5_1_20_11_12_conf	5_1_20_12_13	5_1_20_12_13_conf	5_1_20_13_14	5_1_20_13_14_conf	5_1_20_14_15	5_1_20_14_15_conf	5_1_20_15_16	5_1_20_15_16_conf	5_1_20_16_17	5_1_20_16_17_conf	5_1_20_17_18	5_1_20_17_18_conf	5_1_20_18_19	5_1_20_18_19_conf
0	1.0	0.0
1	1.0	0.0
2	1.0	0.0
3	1.0	0.0
4	1.0	0.0
5	1.0	0.0
6	1.0	0.0
7	1.0	0.0
8	1.0	0.0
9	1.0	0.0
10	1.0	0.0
11	1.0	0.0
12	1.0	0.0
13	1.0	0.0
14	1.0	0.0
15	1.0	0.0
16	1.0	0.0
17	1.0	0.0
18	1.0	0.0
19X	5_1_20_0_1	5_1_20_0_1_conf	5_1_20_1_2	5_1_20_1_2_conf	5_1_20_2_3	5_1_20_2_3_conf	5_1_20_3_4	5_1_20_3_4_conf	5_1_20_4_5	5_1_20_4_5_conf	5_1_20_5_6	5_1_20_5_6_conf	5_1_20_6_7	5_1_20_6_7_conf	5_1_20_7_8	5_1_20_7_8_conf	5_1_20_8_9	5_1_20_8_9_conf	5_1_20_9_10	5_1_20_9_10_conf	5_1_20_10_11	5_1_20_10_11_conf	5_1_20_11_12	5_1_20_11_12_conf	5_1_20_12_13	5_1_20_12_13_conf	5_1_20_13_14	5_1_20_13_14_conf	5_1_20_14_15	5_1_20_14_15_conf	5_1_20_15_16	5_1_20_15_16_conf	5_1_20_16_17	5_1_20_16_17_conf	5_1_20_17_18	5_1_20_17_18_conf	5_1_20_18_19	5_1_20_18_19_conf
0	1.0	0.0
1	1.0	0.0
2	1.0	0.0
3	1.0	0.0
4	1.0	0.0
5	1.0	0.0
6	1.0	0.0
7	1.0	0.0
8	1.0	0.0
9	1.0	0.0
10	1.0	0.0
11	1.0	0.0
12	1.0	0.0
13	1.0	0.0
14	1.0	0.0
15	1.0	0.0
16	1.0	0.0
17	1.0	0.0
18	1.0	0.0
19X	5_1_20_0_0	5_1_20_0_0_conf	5_1_20_1_1	5_1_20_1_1_conf	5_1_20_2_2	5_1_20_2_2_conf	5_1_20_3_3	5_1_20_3_3_conf	5_1_20_4_4	5_1_20_4_4_conf	5_1_20_5_5	5_1_20_5_5_conf	5_1_20_6_6	5_1_20_6_6_conf	5_1_20_7_7	5_1_20_7_7_conf	5_1_20_8_8	5_1_20_8_8_conf	5_1_20_9_9	5_1_20_9_9_conf	5_1_20_10_10	5_1_20_10_10_conf	5_1_20_11_11	5_1_20_11_11_conf	5_1_20_12_12	5_1_20_12_12_conf	5_1_20_13_13	5_1_20_13_13_conf	5_1_20_14_14	5_1_20_14_14_conf	5_1_20_15_15	5_1_20_15_15_conf	5_1_20_16_16	5_1_20_16_16_conf	5_1_20_17_17	5_1_20_17_17_conf	5_1_20_18_18	5_1_20_18_18_conf	5_1_20_19_19	5_1_20_19_19_conf
0	1.0	0.0
1	1.0	0.0
2	1.0	0.0
3	1.0	0.0
4	1.0	0.0
5	1.0	0.0
6	1.0	0.0
7	1.0	0.0
8	1.0	0.0
9	1.0	0.0
10	1.0	0.0
11	1.0	0.0
12	1.0	0.0
13	1.0	0.0
14	1.0	0.0
15	1.0	0.0
16	1.0	0.0
17	1.0	0.0
18	1.0	0.0
19	1.0	0.0
